Team 1 Compo,Team 2 Compo,Victory
"['Pyke', 'Sejuani', 'Senna', 'Shen', 'Yone']","['Ekko', 'Ezreal', 'Gangplank', 'Lillia', 'Sona']",0
"['Ashe', 'Illaoi', 'Sona', 'Veigar', 'Volibear']","['Galio', 'Kayn', 'Master Yi', 'Senna', 'Vladimir']",1
"['Akali', 'Nautilus', 'Senna', 'Sett', 'Volibear']","['Garen', ""Kai'Sa"", 'Rengar', 'Yone', 'Yuumi']",0
"['Ahri', 'Jax', 'Senna', 'Vladimir', 'Yone']","['Ashe', 'Irelia', 'Vi', 'Viktor', 'Zyra']",1
"['Akali', 'Braum', 'Nocturne', 'Pantheon', 'Sivir']","['Amumu', 'Caitlyn', 'Katarina', 'Yasuo', 'Zyra']",0
"['Katarina', 'Lee Sin', 'Lucian', 'Shyvana', ""Vel'Koz""]","['Blitzcrank', 'Camille', 'Ekko', 'Jhin', 'Yasuo']",0
"['Darius', 'Morgana', 'Twitch', 'Vi', 'Yasuo']","['Ashe', 'Gnar', 'Katarina', 'Kayn', 'Sona']",1
"['Draven', 'Hecarim', 'Leona', 'Vladimir', 'Yasuo']","['Gnar', 'Graves', 'Heimerdinger', 'Thresh', 'Twitch']",0
"['Ahri', 'Darius', 'Jhin', 'LeBlanc', 'Volibear']","['Dr. Mundo', 'Lux', 'Miss Fortune', 'Warwick', 'Yasuo']",0
"['Garen', 'Irelia', 'Lux', 'Sivir', 'Xin Zhao']","['Caitlyn', 'Kayn', 'LeBlanc', 'Senna', 'Tryndamere']",1
"['Annie', 'Lucian', 'Lux', 'Sett', 'Shen']","['Aatrox', 'Caitlyn', 'Lissandra', 'Senna', 'Volibear']",0
"['Darius', 'Nocturne', 'Senna', 'Sona', 'Talon']","['Aatrox', 'Jinx', 'Kayn', 'Morgana', 'Yasuo']",1
"['Evelynn', 'Garen', 'Taric', 'Xayah', 'Yone']","['Blitzcrank', 'Jax', 'Lucian', 'Riven', 'Teemo']",0
"['Ashe', 'Hecarim', 'Lux', 'Shaco', 'Taric']","['Camille', 'Jarvan IV', 'Lucian', 'Swain', 'Syndra']",1
"['Ahri', 'Ashe', 'Camille', 'Jarvan IV', 'Nami']","['Ekko', 'Irelia', 'Jhin', 'Poppy', 'Yuumi']",1
"['Caitlyn', 'Graves', 'Lulu', 'Malphite', 'Zed']","['Ashe', 'Hecarim', 'Irelia', 'Katarina', 'Yuumi']",0
"['Ekko', 'Gnar', 'Miss Fortune', 'Orianna', 'Shaco']","['Alistar', 'Graves', 'Lucian', 'Teemo', 'Yasuo']",1
"['Akali', 'Anivia', 'Camille', 'Nocturne', 'Yasuo']","['Ashe', 'Graves', 'Kayle', 'Sylas', 'Yuumi']",0
"['Caitlyn', 'Lillia', 'Senna', 'Syndra', 'Volibear']","['Akali', 'Alistar', ""Kha'Zix"", 'Lucian', 'Sett']",0
"['Ahri', 'Lulu', 'Rengar', 'Senna', 'Vladimir']","['Galio', 'Leona', 'Shen', 'Warwick', 'Xayah']",0
"['Caitlyn', 'Lux', 'Mordekaiser', 'Sett', 'Zed']","['Alistar', 'Ekko', 'Irelia', 'Vladimir', 'Yasuo']",1
"['Ashe', 'Fiora', 'Jarvan IV', 'Malphite', 'Talon']","['Braum', ""Kha'Zix"", 'Senna', 'Teemo', 'Ziggs']",0
"['Alistar', 'Malzahar', 'Maokai', 'Olaf', 'Vayne']","['Camille', 'Senna', 'Shyvana', 'Swain', 'Yone']",0
"['Ezreal', 'Renekton', 'Shyvana', 'Soraka', 'Yone']","['Ahri', 'Camille', 'Janna', 'Jhin', 'Kayn']",1
"['Ahri', 'Darius', 'Fiddlesticks', 'Lulu', 'Tristana']","['Blitzcrank', 'Fiora', 'Lee Sin', 'Syndra', 'Twitch']",1
"['Dr. Mundo', 'Draven', 'Jinx', 'Pyke', 'Yone']","['Camille', 'Mordekaiser', 'Thresh', 'Twitch', 'Zac']",1
"['Ahri', 'Braum', 'Gragas', 'Twitch', 'Zed']","['Fizz', 'Malphite', 'Swain', 'Tristana', 'Vi']",1
"['Braum', 'Camille', 'Corki', 'Hecarim', 'Twitch']","['Garen', 'Jhin', 'Pyke', 'Qiyana', 'Vi']",1
"['Caitlyn', 'Jax', 'Lux', 'Olaf', 'Rakan']","[""Kha'Zix"", 'Sett', 'Vayne', 'Vladimir', 'Yone']",1
"['Akali', 'Alistar', 'Garen', 'Kayn', 'Lucian']","['Anivia', 'Miss Fortune', 'Tryndamere', 'Vi', 'Yone']",1
"['Akali', 'Kalista', 'Master Yi', 'Neeko', 'Thresh']","['Jhin', 'Kled', 'Nami', 'Rammus', 'Yone']",0
"['Ahri', 'Aphelios', 'Master Yi', 'Mordekaiser', 'Veigar']","['Jinx', 'Kayle', 'Malzahar', 'Warwick', 'Zyra']",1
"['Ashe', 'Brand', 'Fiddlesticks', 'Orianna', 'Yone']","['Aatrox', 'Galio', ""Kha'Zix"", 'Miss Fortune', 'Twisted Fate']",0
"['Graves', 'Mordekaiser', 'Rakan', 'Swain', 'Veigar']","['Ekko', ""Kha'Zix"", 'Nasus', 'Shaco', 'Soraka']",0
"['Fiddlesticks', ""Kai'Sa"", 'Kennen', ""Kha'Zix"", 'Yone']","[""Cho'Gath"", 'Darius', 'Lulu', 'Miss Fortune', 'Yasuo']",0
"['Akali', ""Cho'Gath"", 'Lucian', 'Sett', 'Yuumi']","['Darius', 'Master Yi', 'Miss Fortune', 'Neeko', 'Soraka']",0
"['Caitlyn', 'Jax', 'Lux', 'Malphite', 'Yone']","['Fizz', 'Galio', 'Nunu & Willump', 'Yasuo', 'Yorick']",1
"['Caitlyn', 'Katarina', 'Lulu', 'Rengar', 'Zac']","['Graves', 'Jinx', 'Pyke', 'Sett', 'Ziggs']",1
"['Gnar', 'Karma', 'Lucian', 'Sejuani', 'Sett']","['Aphelios', 'Jax', 'Morgana', 'Orianna', 'Warwick']",1
"['Darius', 'Hecarim', ""Kai'Sa"", 'Thresh', 'Tryndamere']","['Alistar', 'Gnar', 'Jarvan IV', 'Sylas', 'Yasuo']",1
"['Fiddlesticks', 'Lucian', 'Morgana', 'Renekton', 'Yone']","['Ashe', 'Garen', 'Leona', 'Zac', 'Zoe']",1
"['Jhin', 'Lux', 'Master Yi', 'Nami', 'Volibear']","['Ekko', 'Katarina', 'Miss Fortune', 'Nautilus', 'Ornn']",0
"['Darius', 'Jax', 'Karma', 'Rumble', 'Vayne']","[""Kai'Sa"", 'Lee Sin', 'Ornn', 'Senna', ""Vel'Koz""]",0
"['Galio', 'Jhin', 'Kayn', 'Nautilus', 'Yone']","['Garen', 'Karma', 'Lucian', 'Master Yi', 'Orianna']",0
"['Darius', 'Fizz', 'Hecarim', 'Lucian', 'Pyke']","['Caitlyn', 'Rammus', 'Shen', 'Thresh', 'Yone']",1
"['Darius', 'Jax', 'Lucian', 'Malzahar', 'Senna']","['Blitzcrank', 'Jhin', 'Kayle', 'Lee Sin', 'Yone']",1
"['Janna', 'Jax', 'Kayle', 'Lucian', 'Xayah']","['Garen', 'Lee Sin', 'Sylas', 'Vayne', 'Yasuo']",1
"['Akali', 'Brand', 'Darius', 'Lucian', 'Thresh']","['Caitlyn', ""Kha'Zix"", 'Shen', ""Vel'Koz"", 'Zoe']",0
"['Diana', 'Ekko', 'Garen', 'Lucian', 'Senna']","['Caitlyn', 'Katarina', 'Kayn', 'Kled', 'Thresh']",1
"['Ashe', 'Kayn', 'Sett', 'Thresh', 'Veigar']","['Ekko', 'Garen', 'Lulu', 'Vayne', 'Yasuo']",1
"['Jax', 'Lucian', 'Mordekaiser', 'Sona', 'Zoe']","['Caitlyn', 'Fiora', 'Galio', 'Morgana', 'Zac']",0
"['Caitlyn', 'Kayle', 'Olaf', 'Sona', 'Zilean']","['Irelia', 'Jinx', 'Pyke', 'Ryze', 'Zac']",1
"['Amumu', 'Brand', 'Ekko', 'Gnar', 'Miss Fortune']","['Ezreal', 'Fiora', 'Karma', 'Orianna', 'Poppy']",0
"['Akali', 'Garen', 'Nunu & Willump', 'Taric', 'Xayah']","['Caitlyn', 'Camille', 'Ekko', 'Galio', 'Tahm Kench']",1
"['Annie', 'Gangplank', 'Jarvan IV', 'Yone', 'Yasuo']","['Akali', 'Fiddlesticks', 'Kayn', 'Shaco', 'Yasuo']",0
"['Ahri', 'Akali', 'Lee Sin', 'Vayne', 'Yasuo']","['Bard', 'Ezreal', 'Tryndamere', 'Udyr', 'Yasuo']",1
"['Caitlyn', 'Diana', ""Rek'Sai"", 'Twitch', 'Yuumi']","['Akali', 'Irelia', ""Kai'Sa"", 'Tahm Kench', 'Vi']",1
"['Blitzcrank', 'Fiora', 'Lucian', 'Nocturne', 'Zed']","['Ashe', 'Ekko', 'Kayn', 'Tahm Kench', 'Vayne']",0
"['Cassiopeia', 'Jhin', 'Kalista', 'Veigar', 'Volibear']","['Ashe', 'Fiddlesticks', 'Sett', 'Soraka', 'Wukong']",1
"['Akali', 'Ekko', 'Fiora', 'Leona', 'Renekton']","['Ashe', 'Galio', 'Jax', 'Shen', 'Sona']",1
"['Jhin', 'Kayn', 'Lux', 'Sion', 'Wukong']","['Cassiopeia', 'Ezreal', 'Nautilus', 'Shen', 'Tristana']",1
"['Ivern', 'Karma', 'Lucian', 'Miss Fortune', 'Sett']","['Ekko', 'Jax', 'Tristana', ""Vel'Koz"", 'Zoe']",1
"['Garen', 'Hecarim', 'Jhin', 'Morgana', 'Wukong']","['Caitlyn', 'Galio', 'Kled', 'Volibear', 'Zed']",0
"['Ezreal', 'Jax', 'Kayn', 'Pyke', 'Yasuo']","['Garen', 'Malphite', 'Master Yi', 'Wukong', 'Xayah']",0
"['Jinx', 'Veigar', 'Wukong', 'Xerath', 'Ziggs']","['Annie', 'Galio', 'Heimerdinger', 'Master Yi', 'Miss Fortune']",1
"['Ekko', 'Lillia', 'Lux', 'Pantheon', 'Xayah']","['Ashe', 'Lulu', 'Shaco', 'Vladimir', 'Wukong']",0
"['Alistar', 'Gnar', 'Lee Sin', 'Vayne', 'Viktor']","['LeBlanc', 'Lillia', 'Miss Fortune', 'Thresh', 'Yone']",0
"['Draven', 'Gangplank', 'Kayn', 'Nasus', 'Pyke']","['Garen', 'Jhin', 'Lucian', 'Pantheon', 'Soraka']",0
"['Diana', 'Irelia', 'Jhin', 'Kayn', 'Thresh']","['Ahri', 'Aphelios', 'Jax', 'Leona', 'Sett']",1
"['Aatrox', 'Ezreal', 'Malphite', 'Yone', 'Yuumi']","['Annie', 'Ashe', 'Nunu & Willump', 'Pantheon', 'Shen']",0
"['Evelynn', 'Lulu', 'Malphite', 'Miss Fortune', 'Yasuo']","['Caitlyn', 'Lux', 'Ryze', 'Skarner', 'Urgot']",1
"['Amumu', 'Irelia', 'Jinx', 'Mordekaiser', 'Nautilus']","['Garen', 'Karma', 'Sona', 'Twitch', 'Vi']",0
"['Master Yi', 'Nami', 'Shen', 'Taric', 'Vayne']","['Fizz', 'Hecarim', 'Jinx', 'Malphite', 'Thresh']",1
"['Amumu', 'Ashe', 'Lux', 'Mordekaiser', 'Thresh']","['Camille', 'Ezreal', 'Renekton', ""Vel'Koz"", 'Zed']",0
"['Akali', 'Jinx', 'Morgana', 'Nasus', 'Zac']","['Amumu', 'Leona', 'Miss Fortune', 'Teemo', 'Veigar']",1
"['Caitlyn', 'Gangplank', 'Jarvan IV', 'Morgana', 'Yone']","['Ashe', ""Kha'Zix"", 'Nami', 'Wukong', 'Zoe']",1
"['Hecarim', 'Kled', ""Kog'Maw"", 'Lulu', 'Yone']","['Graves', 'Malzahar', 'Nasus', 'Senna', 'Taliyah']",0
"['Ashe', 'Evelynn', 'Maokai', 'Thresh', 'Vladimir']","['Azir', ""Kog'Maw"", 'Lulu', 'Shen', 'Vi']",0
"['Caitlyn', 'Evelynn', 'Gangplank', 'Pyke', 'Yasuo']","['Ashe', 'Nasus', 'Pantheon', 'Thresh', 'Twitch']",1
"['Caitlyn', ""Cho'Gath"", 'Lux', 'Morgana', 'Teemo']","['Alistar', 'Hecarim', 'Jhin', 'Quinn', 'Veigar']",1
"['Blitzcrank', 'Caitlyn', 'Ekko', 'Nasus', 'Xin Zhao']","['Jhin', 'Pantheon', 'Pyke', 'Teemo', 'Yasuo']",1
"['Caitlyn', 'Morgana', 'Volibear', 'Yuumi', 'Zed']","['Irelia', 'Nunu & Willump', 'Senna', ""Vel'Koz"", 'Vladimir']",0
"['Brand', 'Darius', 'Ezreal', 'Hecarim', 'Swain']","['Caitlyn', 'LeBlanc', 'Lux', 'Sejuani', 'Tryndamere']",1
"['Irelia', 'Malzahar', 'Miss Fortune', 'Rakan', 'Volibear']","['Lulu', 'Mordekaiser', 'Rammus', 'Tristana', 'Zed']",0
"['Master Yi', 'Morgana', 'Sett', 'Ziggs', 'Zoe']","['Kayle', 'Leona', 'Miss Fortune', 'Twitch', 'Yone']",1
"['Jayce', 'Lulu', 'Senna', 'Volibear', 'Jax']","['Ahri', 'Janna', 'Sett', 'Twitch', 'Jax']",0
"['Blitzcrank', 'Ezreal', 'LeBlanc', 'Volibear', 'Yone']","['Darius', 'Graves', 'Sona', 'Vayne', 'Yasuo']",0
"['Hecarim', 'Poppy', 'Pyke', 'Syndra', 'Zed']","['Irelia', 'Lillia', 'Lucian', 'Senna', ""Vel'Koz""]",0
"['Anivia', 'Ivern', 'Jinx', 'Kayle', 'Thresh']","['Camille', 'Heimerdinger', 'Master Yi', 'Yone', 'Zyra']",0
"['Lux', 'Nocturne', 'Sett', 'Veigar', 'Zed']","[""Cho'Gath"", 'Darius', 'Jhin', 'Pyke', ""Rek'Sai""]",0
"['Jhin', 'Lillia', 'Orianna', 'Senna', 'Volibear']","['Amumu', 'Illaoi', 'Nautilus', 'Vayne', 'Zed']",0
"['Ekko', 'Jhin', 'Ryze', 'Thresh', 'Urgot']","['Ezreal', 'Irelia', ""Kha'Zix"", 'Taric', 'Vladimir']",0
"['Azir', 'Caitlyn', 'Kayn', 'Taric', 'Urgot']","['Blitzcrank', 'Hecarim', 'Irelia', ""Kai'Sa"", 'Morgana']",1
"['Braum', 'Galio', 'Jhin', 'Master Yi', 'Teemo']","['Ekko', ""Kai'Sa"", 'Kayn', 'Leona', 'Urgot']",1
"['Irelia', 'Jhin', 'Lillia', 'Thresh', 'Zed']","['Ekko', 'Jax', 'Kalista', 'Lulu', ""Rek'Sai""]",1
"['Draven', 'Janna', 'Rengar', 'Tahm Kench', 'Zed']","['Ahri', ""Kai'Sa"", 'Lee Sin', 'Thresh', 'Tryndamere']",0
"['Ahri', 'Ezreal', 'Sona', 'Tryndamere', 'Volibear']","['Alistar', 'Ekko', 'Orianna', 'Shen', 'Yasuo']",0
"['Blitzcrank', 'Caitlyn', 'Lillia', 'Ornn', 'Qiyana']","['Darius', 'Diana', 'Jinx', 'Udyr', ""Vel'Koz""]",1
"['Caitlyn', 'Diana', 'Janna', 'Master Yi', 'Shen']","['Ezreal', 'Garen', 'Thresh', 'Tryndamere', 'Zed']",1
"['Gnar', 'Jarvan IV', ""Kai'Sa"", 'Lux', 'Viktor']","['Ezreal', 'Volibear', 'Xin Zhao', 'Yuumi', 'Zoe']",1
"['Caitlyn', 'Lillia', 'Qiyana', 'Teemo', 'Thresh']","['Kayle', 'Master Yi', 'Ornn', 'Senna', 'Yone']",0
"['Akali', 'Caitlyn', 'Lillia', 'Morgana', 'Ekko']","[""Kai'Sa"", 'Rengar', 'Senna', 'Tryndamere', 'Ekko']",0
"['Ahri', 'Fiddlesticks', 'Kindred', 'Riven', 'Vayne']","['Akali', 'Camille', ""Kha'Zix"", 'Lux', 'Yasuo']",1
"['Caitlyn', 'Irelia', 'Twitch', ""Vel'Koz"", 'Pyke']","['Cassiopeia', 'Lee Sin', 'Lissandra', 'Varus', 'Pyke']",0
"['Ahri', ""Kai'Sa"", 'Tristana', 'Trundle', 'Twitch']","['Ashe', 'Lee Sin', 'Riven', 'Shaco', 'Zed']",1
"[""Cho'Gath"", 'Diana', 'Jax', 'Kayn', 'Warwick']","['Graves', 'Lissandra', 'Qiyana', 'Trundle', 'Zoe']",0
"['Fiddlesticks', 'Malphite', 'Orianna', 'Yasuo', 'Yone']","['Annie', 'Corki', 'Urgot', 'Yasuo', 'Yone']",1
"['Graves', 'Jhin', 'Pantheon', 'Shaco', 'Yone']","['Aphelios', 'Fizz', 'Irelia', 'Leona', 'Lillia']",1
"['Nocturne', 'Pantheon', 'Senna', 'Teemo', 'Xayah']","['Irelia', 'Jax', 'Lucian', 'Miss Fortune', 'Nami']",0
"['Alistar', 'Kalista', 'Lillia', 'Mordekaiser', 'Ahri']","['Draven', 'Sejuani', 'Sett', 'Zilean', 'Ahri']",0
"['Diana', 'Garen', 'Jhin', 'Swain', 'Warwick']","['Jax', 'Katarina', 'Lux', 'Miss Fortune', 'Ryze']",1
"['Ezreal', 'Master Yi', 'Orianna', 'Shen', 'Xerath']","['Ashe', 'Darius', 'Leona', 'Shaco', 'Yone']",1
"['Fiddlesticks', 'Nasus', 'Sivir', 'Yone', 'Blitzcrank']","['Draven', 'Katarina', 'Vayne', 'Volibear', 'Blitzcrank']",1
"['Caitlyn', 'Jax', 'Pyke', 'Ryze', 'Shen']","['Hecarim', 'Miss Fortune', 'Sion', 'Yasuo', 'Shen']",1
"['Garen', 'Mordekaiser', 'Morgana', 'Varus', 'Xin Zhao']","['Akali', 'Jhin', 'Senna', 'Teemo', 'Volibear']",0
"['Master Yi', 'Morgana', 'Ornn', 'Varus', 'Yone']","['Akali', 'Hecarim', 'Janna', ""Kai'Sa"", 'Poppy']",1
"['Darius', 'Evelynn', 'Ezreal', 'Janna', 'Lux']","['Aphelios', 'Illaoi', 'Leona', 'Warwick', 'Xerath']",1
"['Ezreal', 'Fiddlesticks', 'Janna', 'Ornn', 'Vladimir']","['Jhin', 'Lillia', 'Quinn', 'Thresh', 'Xayah']",1
"['Ekko', 'Mordekaiser', 'Rakan', 'Xayah', 'Xin Zhao']","['Akali', 'Blitzcrank', 'Ivern', 'Jhin', 'Sylas']",1
"['Garen', 'Kayn', 'Leona', 'Miss Fortune', ""Vel'Koz""]","['Diana', 'Jhin', 'Morgana', 'Rengar', 'Volibear']",1
"['Ashe', 'Garen', 'Orianna', 'Sejuani', ""Vel'Koz""]","['Ezreal', 'Jhin', 'Lulu', 'Swain', 'Twitch']",1
"['Blitzcrank', 'Jayce', 'Lux', 'Nocturne', 'Twitch']","['Jax', 'Jhin', 'Mordekaiser', 'Pyke', 'Wukong']",0
"['Lillia', 'Lulu', 'Sejuani', 'Talon', 'Vayne']","['Blitzcrank', 'Hecarim', 'Kayn', 'Miss Fortune', 'Nasus']",0
"['Blitzcrank', 'Caitlyn', 'Kayle', 'Nidalee', 'Veigar']","['Aphelios', 'Cassiopeia', 'Janna', 'Kayn', 'Yone']",1
"['Kayn', 'Riven', 'Vayne', 'Yasuo', 'Lux']","['Dr. Mundo', 'Graves', 'Sona', 'Xerath', 'Lux']",0
"['Blitzcrank', 'Jhin', 'Lee Sin', 'Volibear', 'Yasuo']","[""Kai'Sa"", 'LeBlanc', 'Lillia', 'Nocturne', 'Thresh']",1
"['Ahri', 'Caitlyn', 'Kayn', 'Morgana', 'Nasus']","['Fizz', 'Jhin', 'Kayle', 'Lillia', 'Pyke']",1
"['Ezreal', 'Fiddlesticks', 'Garen', 'Lissandra', ""Vel'Koz""]","['Ashe', ""Kha'Zix"", 'Mordekaiser', 'Nami', 'Yone']",1
"['Caitlyn', 'Gragas', 'Janna', 'Nasus', 'Yasuo']","['Fiddlesticks', 'Jhin', 'Teemo', 'Tristana', 'Zilean']",0
"[""Kai'Sa"", 'Kayle', 'Thresh', 'Twisted Fate', 'Vi']","['Ashe', 'Lux', 'Rakan', 'Teemo', 'Volibear']",0
"['Jhin', 'Lux', 'Rengar', 'Riven', 'Senna']","[""Kai'Sa"", 'Lucian', 'Nunu & Willump', 'Sett', 'Volibear']",0
"['Evelynn', 'Irelia', 'Ornn', 'Thresh', 'Varus']","['Jhin', 'Lillia', 'Lux', 'Urgot', 'Zed']",0
"['Blitzcrank', 'Jhin', 'Kindred', 'Sylas', 'Talon']","['Anivia', 'Jayce', 'Sejuani', 'Senna', 'Tryndamere']",1
"['Evelynn', 'Nautilus', 'Urgot', 'Vayne', 'Xerath']","['Hecarim', 'Riven', 'Senna', 'Thresh', 'Twisted Fate']",1
"['Ekko', 'Gangplank', 'Nocturne', 'Thresh', 'Twitch']","['Aatrox', 'Ezreal', 'Shyvana', 'Twisted Fate', 'Zyra']",1
"['Hecarim', 'Illaoi', 'Lissandra', 'Sona', 'Vayne']","['Kalista', 'Ornn', 'Shen', 'Shyvana', 'Yasuo']",1
"['Draven', 'Fiddlesticks', 'Janna', 'Riven', 'Thresh']","['Akali', 'Miss Fortune', 'Sett', 'Sona', 'Veigar']",1
"[""Kai'Sa"", 'Mordekaiser', 'Pyke', 'Sejuani', 'Vladimir']","['Camille', 'Janna', 'Jinx', 'Kassadin', 'Sett']",1
"['Bard', 'Garen', 'Ivern', ""Kai'Sa"", 'Sylas']","['Caitlyn', 'Jax', 'Twitch', ""Vel'Koz"", 'Yone']",1
"['Morgana', 'Nautilus', 'Nocturne', 'Senna', 'Vladimir']","['Akali', 'Dr. Mundo', 'Ivern', ""Kai'Sa"", 'Zilean']",0
"['Akali', 'Bard', 'Camille', 'Sylas', 'Tristana']","['Ahri', 'Kayle', 'Poppy', 'Varus', 'Volibear']",0
"['Fiddlesticks', 'Katarina', ""Kog'Maw"", 'Sett', 'Teemo']","['Fizz', 'Gnar', 'Morgana', 'Shaco', 'Tristana']",1
"['Blitzcrank', 'Caitlyn', 'Illaoi', 'Lillia', 'Rengar']","['Graves', 'Janna', 'Kayle', 'Malzahar', 'Senna']",0
"['Diana', 'Hecarim', 'Lulu', 'Ornn', 'Senna']","['Aatrox', 'Lee Sin', 'Orianna', 'Yasuo', 'Zyra']",1
"['Draven', 'Ekko', 'Illaoi', 'Lux', 'Neeko']","['Darius', 'Jax', 'Orianna', 'Thresh', 'Yasuo']",1
"['Karma', 'Senna', 'Tryndamere', 'Volibear', 'Yone']","['Ivern', 'Jhin', 'Katarina', 'Nautilus', 'Sett']",0
"['Jhin', 'Sett', 'Shen', ""Vel'Koz"", 'Warwick']","['Azir', 'Caitlyn', 'Kayn', 'Lulu', 'Urgot']",0
"['Alistar', 'Kayn', 'Senna', 'Twisted Fate', 'Udyr']","['Ivern', 'Jinx', 'Lulu', 'Nasus', 'Orianna']",1
"['Ekko', 'Ezreal', 'Sett', 'Sylas', 'Zilean']","['Ashe', 'Darius', 'Graves', 'Lux', 'Yasuo']",1
"['Darius', 'Draven', 'Ekko', 'Janna', 'Twisted Fate']","['LeBlanc', 'Lucian', 'Neeko', 'Sett', 'Xin Zhao']",1
"['Graves', 'Irelia', 'Leona', 'Varus', 'Viktor']","['Darius', 'Ezreal', 'Janna', 'Twisted Fate', 'Zac']",0
"['Garen', 'Graves', 'Jinx', 'Lux', 'Xerath']","['Caitlyn', 'Corki', 'Leona', 'Mordekaiser', 'Udyr']",0
"['Caitlyn', 'Karma', 'Lee Sin', 'Lux', 'Riven']","['Darius', 'Kayn', 'LeBlanc', 'Vayne', 'Zyra']",1
"['Jhin', 'Kayn', 'Lulu', 'Twisted Fate', 'Vladimir']","['Gangplank', 'Nami', 'Orianna', ""Rek'Sai"", 'Varus']",1
"['Gangplank', 'Hecarim', 'Jhin', 'Sylas', 'Zyra']","['Ezreal', 'Garen', 'Kayn', 'Ryze', 'Sona']",1
"['Corki', 'Morgana', 'Ornn', 'Varus', 'Vi']","['Caitlyn', ""Cho'Gath"", 'Pantheon', 'Yuumi', 'Zed']",1
"['Fizz', 'Jhin', 'Lillia', 'Senna', 'Warwick']","['Ekko', 'Ezreal', 'Neeko', 'Thresh', 'Zac']",1
"['Annie', 'Braum', 'Hecarim', 'Neeko', 'Vayne']","['Malphite', 'Olaf', 'Thresh', 'Tristana', ""Vel'Koz""]",0
"['Azir', 'Jhin', 'Kayn', 'Nami', 'Tryndamere']","['Diana', 'Ekko', 'Garen', 'Jinx', 'Soraka']",1
"['Jax', 'Lucian', 'Riven', 'Senna', 'Zoe']","['Ashe', 'Garen', 'Gragas', 'Veigar', 'Yasuo']",1
"['Ekko', 'Lucian', 'Nasus', 'Soraka', 'Teemo']","[""Cho'Gath"", 'Jax', 'Lulu', 'Swain', 'Vayne']",1
"['Malzahar', 'Miss Fortune', 'Senna', 'Skarner', 'Udyr']","['Akali', 'Brand', 'Caitlyn', 'Graves', 'Yorick']",1
"['Akali', 'Jax', 'Jhin', 'Sion', 'Ziggs']","['Ashe', 'Ekko', 'Gnar', 'Morgana', 'Warwick']",0
"['Diana', 'Ezreal', 'Nidalee', 'Shen', 'Sona']","['Ahri', 'Caitlyn', 'Malphite', 'Rammus', 'Sion']",1
"['Diana', 'Ezreal', 'Master Yi', 'Pyke', 'Vayne']","['Annie', 'Dr. Mundo', 'Nidalee', 'Taric', 'Trundle']",1
"['Lucian', 'Nocturne', 'Senna', ""Vel'Koz"", 'Vladimir']","['Ashe', 'Leona', 'Lulu', 'Malzahar', 'Zac']",0
"['Pyke', 'Varus', ""Vel'Koz"", 'Vi', 'Zed']","['Amumu', 'Lucian', 'Nunu & Willump', 'Senna', 'Urgot']",0
"['Ezreal', 'Lillia', 'Pyke', 'Sejuani', 'Yasuo']","['Alistar', 'Kayle', 'Morgana', 'Nami', 'Trundle']",1
"['Ezreal', 'Gangplank', 'Jayce', 'Pyke', 'Rengar']","['Alistar', 'Morgana', 'Sion', 'Sivir', 'Vladimir']",1
"['Ashe', 'Ezreal', 'Kayle', 'Sett', 'Sona']","[""Cho'Gath"", 'Lucian', 'Morgana', 'Nami', 'Trundle']",1
"['Jinx', 'Lux', 'Nocturne', 'Sylas', 'Yone']","['Akali', 'Jax', 'Jhin', 'Kayn', 'Morgana']",1
"['Jayce', 'Jhin', 'Lux', 'Orianna', 'Rengar']","['Akali', 'Caitlyn', 'Garen', 'Nocturne', 'Soraka']",0
"['Blitzcrank', 'Jinx', 'Lux', 'Nocturne', 'Sett']","['Ahri', 'Cassiopeia', 'Renekton', 'Shaco', 'Soraka']",0
"['Ekko', 'Jayce', 'Jhin', 'Senna', 'Urgot']","['Ashe', 'Lux', 'Master Yi', 'Sett', 'Yasuo']",1
"['Braum', ""Kha'Zix"", 'Lucian', 'Vladimir', 'Zed']","['Aatrox', 'Caitlyn', 'Lux', 'Nocturne', 'Rengar']",1
"['Jhin', 'Nocturne', 'Riven', 'Yone', 'Lux']","['Aatrox', 'Jinx', 'Vladimir', 'Warwick', 'Lux']",1
"['Akali', 'Fiora', 'Fizz', 'Jhin', 'Lux']","['Ezreal', 'Master Yi', 'Tristana', 'Wukong', 'Yuumi']",1
"['Jhin', 'Kayle', 'Master Yi', 'Taric', 'Yasuo']","['Garen', 'Kayn', 'Lux', 'Malphite', 'Sivir']",0
"['Fiora', 'Master Yi', 'Neeko', 'Yasuo', 'Yone']","['Aphelios', 'Fizz', 'Kayn', 'Poppy', 'Urgot']",1
"['Akali', 'Hecarim', 'Neeko', 'Yone', 'Ashe']","['Gnar', 'Kayn', 'LeBlanc', 'Senna', 'Ashe']",1
"['Darius', 'Jhin', 'Kayn', 'Nautilus', 'Zoe']","['Karthus', 'Lillia', 'Nami', 'Senna', 'Udyr']",0
"['Evelynn', 'Sion', 'Sivir', 'Zilean', 'Lux']","['Akali', 'Caitlyn', 'Darius', 'Master Yi', 'Lux']",1
"['Graves', 'Mordekaiser', 'Pyke', 'Shen', 'Yone']","['Alistar', 'Camille', 'Katarina', ""Kog'Maw"", 'Master Yi']",0
"['Ahri', 'Caitlyn', 'Ekko', 'Kayn', 'Pantheon']","['Darius', 'Jhin', 'Leona', 'Rammus', 'Ryze']",1
